,mu,std
Jet_Pt_nom[0],172.75603714468636,101.89632984449517
Jet_Pt_nom[1],112.26746240417793,59.426092915490116
Jet_Pt_nom[2],77.7752168921637,36.00354037189108
Jet_Pt_nom[3],55.49271532699902,23.51936123849399
Jet_Phi_nom[0],-0.0002340665585576629,1.8115025038148371
Jet_Phi_nom[1],0.00446896130521327,1.813814953009648
Jet_Phi_nom[2],0.0026117570296835214,1.8170667798546287
Jet_Phi_nom[3],0.0040606818948605095,1.8146354490128416
Jet_M_nom[0],21.59174260880196,13.681361841795255
Jet_M_nom[1],15.309841948909767,7.587060807052577
Jet_M_nom[2],11.734194734117208,4.609359888092975
Jet_M_nom[3],9.318901649396295,3.2433472180993905
Jet_Eta_nom[0],-0.005689450423285845,0.9920984443199183
Jet_Eta_nom[1],-0.006614824690941146,1.0237146571343705
Jet_Eta_nom[2],-0.008239006334578724,1.0570196688329723
Jet_Eta_nom[3],-0.007030131799930521,1.0939480788197182
Jet_CSV_nom[0],0.6609960044771491,0.3983480016332764
Jet_CSV_nom[1],0.6422130512204719,0.40522408245100733
Jet_CSV_nom[2],0.5905834165967376,0.4173361451255322
Jet_CSV_nom[3],0.5354942128156046,0.4207650850619963
N_Jets_nom,4.854702859506286,0.7709594373783785
Evt_CSV_avg_nom,0.5870129,0.12642622
Evt_Pt_minDrTaggedJets_nom,173.55649,98.157776
Evt_Pt_JetsAverage_nom,93.813324,39.782757
Evt_Deta_TaggedJetsAverage_nom,0.9473723,0.48705602
Evt_Pt_TaggedJetsAverage_nom,98.456154,47.168156
